Category,City,Country,Customer.ID,Customer.Name,Discount,Market,记录数,Order.Date,Order.ID,Order.Priority,Product.ID,Product.Name,Profit,Quantity,Region,Row.ID,Sales,Segment,Ship.Date,Ship.Mode,Shipping.Cost,State,Sub.Category,Year,Market2,weeknum
Office Supplies,Houston,United States,CU-92478,Customer 101,0.25,US,1,2022-08-30 00:00:00.000,US-2022-127941,Critical,OFF-44803,Art Product 991,2888.2998,6,Central,102,7350.03,Home Office,2022-09-09 00:00:00.000,Same Day,31.27,Illinois,Art,2022,North America,35
Office Supplies,Chicago,United States,CU-24404,Customer 102,0.3,US,1,2023-07-12 00:00:00.000,US-2023-300051,Low,OFF-67807,Binders Product 322,408.9995,3,West,103,3034.82,Home Office,2023-07-19 00:00:00.000,Same Day,30.77,New York,Binders,2023,North America,28
Technology,New York,United States,CU-79878,Customer 103,0.25,US,1,2022-11-28 00:00:00.000,US-2022-458955,High,TEC-98587,Machines Product 791,405.2325,8,East,104,2535.66,Corporate,2022-12-03 00:00:00.000,Same Day,12.79,California,Machines,2022,North America,48
Office Supplies,Houston,United States,CU-72888,Customer 104,0.2,US,1,2021-04-05 00:00:00.000,US-2021-465746,High,OFF-47721,Supplies Product 125,2196.8592,5,East,105,7534.22,Consumer,2021-04-15 00:00:00.000,First Class,27.01,Illinois,Supplies,2021,North America,14
Office Supplies,Los Angeles,United States,CU-38047,Customer 105,0.05,US,1,2021-08-12 00:00:00.000,US-2021-311883,High,OFF-83664,Supplies Product 713,3045.6108,6,South,106,10893.12,Corporate,2021-08-17 00:00:00.000,Second Class,38.63,Texas,Supplies,2021,North America,32
Technology,New York,United States,CU-28018,Customer 106,0.05,US,1,2023-07-30 00:00:00.000,US-2023-105433,Medium,TEC-63334,Phones Product 669,677.8392,7,East,107,3147.74,Consumer,2023-08-07 00:00:00.000,Standard Class,35.65,Illinois,Phones,2023,North America,30
Furniture,Los Angeles,United States,CU-33040,Customer 107,0.5,US,1,2023-08-28 00:00:00.000,US-2023-138105,Critical,FUR-74930,Tables Product 191,64.1223,1,Central,108,576.26,Corporate,2023-09-02 00:00:00.000,First Class,44.7,California,Tables,2023,North America,35
Technology,Houston,United States,CU-71344,Customer 108,0.5,US,1,2022-07-19 00:00:00.000,US-2022-386090,Medium,TEC-24764,Phones Product 339,3369.519,9,Central,109,8902.39,Home Office,2022-07-22 00:00:00.000,Standard Class,43.3,Texas,Phones,2022,North America,29
Office Supplies,Houston,United States,CU-66059,Customer 109,0.15,US,1,2021-08-27 00:00:00.000,US-2021-640310,High,OFF-21368,Supplies Product 411,795.1411,3,Central,110,2906.71,Home Office,2021-08-29 00:00:00.000,Second Class,23.25,California,Supplies,2021,North America,34
Technology,Houston,United States,CU-95679,Customer 110,0.2,US,1,2022-02-24 00:00:00.000,US-2022-477017,Medium,TEC-18142,Computers Product 684,696.2232,6,South,111,2297.7,Corporate,2022-02-26 00:00:00.000,Second Class,5.51,California,Computers,2022,North America,8
Furniture,Houston,United States,CU-58971,Customer 111,0.15,US,1,2022-01-22 00:00:00.000,US-2022-536045,Critical,FUR-80453,Storage Product 822,657.9458,3,East,112,3144.42,Corporate,2022-01-26 00:00:00.000,First Class,49.5,California,Storage,2022,North America,3
Technology,Chicago,United States,CU-78202,Customer 112,0.5,US,1,2020-08-17 00:00:00.000,US-2020-563303,Low,TEC-99167,Phones Product 211,142.2333,9,South,113,598.04,Home Office,2020-08-27 00:00:00.000,First Class,12.4,California,Phones,2020,North America,34
Furniture,Chicago,United States,CU-61897,Customer 113,0.0,US,1,2022-04-30 00:00:00.000,US-2022-366817,Low,FUR-38560,Chairs Product 593,2749.5356,9,South,114,8271.26,Consumer,2022-05-02 00:00:00.000,Same Day,37.55,New York,Chairs,2022,North America,17
Technology,Los Angeles,United States,CU-94085,Customer 114,0.4,US,1,2020-05-21 00:00:00.000,US-2020-864715,Critical,TEC-59081,Machines Product 913,133.7219,1,Central,115,1183.45,Home Office,2020-05-28 00:00:00.000,Standard Class,11.09,Illinois,Machines,2020,North America,21
Furniture,Los Angeles,United States,CU-12979,Customer 115,0.3,US,1,2020-12-31 00:00:00.000,US-2020-412856,Critical,FUR-98276,Furnishings Product 737,-692.0572,9,South,116,12510.32,Consumer,2021-01-09 00:00:00.000,Second Class,42.57,Texas,Furnishings,2020,North America,53
Furniture,New York,United States,CU-12050,Customer 116,0.05,US,1,2021-07-18 00:00:00.000,US-2021-352356,Medium,FUR-18819,Furnishings Product 104,71.9698,1,East,117,365.82,Consumer,2021-07-28 00:00:00.000,Same Day,39.47,Texas,Furnishings,2021,North America,28
Technology,Miami,United States,CU-85511,Customer 117,0.0,US,1,2021-04-24 00:00:00.000,US-2021-434394,High,TEC-41051,Machines Product 310,491.895,3,West,118,3252.37,Consumer,2021-04-27 00:00:00.000,Standard Class,41.71,Florida,Machines,2021,North America,16
Office Supplies,Chicago,United States,CU-94320,Customer 118,0.1,US,1,2023-04-26 00:00:00.000,US-2023-803953,Critical,OFF-78742,Binders Product 327,736.6117,7,South,119,11091.97,Corporate,2023-05-03 00:00:00.000,First Class,20.5,California,Binders,2023,North America,17
Furniture,Miami,United States,CU-64592,Customer 119,0.2,US,1,2021-05-08 00:00:00.000,US-2021-684357,Medium,FUR-60910,Tables Product 249,1510.4178,3,Central,120,4080.45,Corporate,2021-05-13 00:00:00.000,Second Class,30.31,Illinois,Tables,2021,North America,18
Technology,Chicago,United States,CU-87015,Customer 120,0.3,US,1,2021-01-25 00:00:00.000,US-2021-859489,Medium,TEC-72835,Accessories Product 214,280.3108,10,West,121,787.91,Corporate,2021-01-31 00:00:00.000,First Class,13.47,California,Accessories,2021,North America,4
Furniture,New York,United States,CU-59894,Customer 121,0.15,US,1,2023-11-25 00:00:00.000,US-2023-588899,High,FUR-50425,Chairs Product 268,1755.1111,7,East,122,7215.92,Consumer,2023-12-01 00:00:00.000,Standard Class,39.9,Florida,Chairs,2023,North America,47
Office Supplies,New York,United States,CU-82523,Customer 122,0.0,US,1,2022-01-29 00:00:00.000,US-2022-712401,Critical,OFF-48691,Supplies Product 157,1957.8622,10,South,123,6327.15,Consumer,2022-02-02 00:00:00.000,Same Day,5.73,Texas,Supplies,2022,North America,4
Furniture,Chicago,United States,CU-74303,Customer 123,0.25,US,1,2023-09-02 00:00:00.000,US-2023-583214,Medium,FUR-56160,Tables Product 174,1564.3841,5,South,124,7078.1,Home Office,2023-09-05 00:00:00.000,Second Class,37.56,Florida,Tables,2023,North America,35
Office Supplies,Los Angeles,United States,CU-29795,Customer 124,0.0,US,1,2020-06-01 00:00:00.000,US-2020-109585,Medium,OFF-76287,Supplies Product 467,652.1621,1,East,125,1890.92,Home Office,2020-06-07 00:00:00.000,Standard Class,15.41,Illinois,Supplies,2020,North America,23
Technology,Chicago,United States,CU-98346,Customer 125,0.5,US,1,2022-04-22 00:00:00.000,US-2022-551488,Medium,TEC-24026,Machines Product 941,12.6224,5,South,126,83.96,Consumer,2022-04-24 00:00:00.000,Standard Class,27.6,Illinois,Machines,2022,North America,16
Office Supplies,Houston,United States,CU-99658,Customer 126,0.3,US,1,2022-03-23 00:00:00.000,US-2022-968286,Low,OFF-95686,Binders Product 879,371.4345,8,East,127,936.59,Consumer,2022-03-24 00:00:00.000,First Class,15.16,Texas,Binders,2022,North America,12
Technology,Los Angeles,United States,CU-22499,Customer 127,0.4,US,1,2023-12-10 00:00:00.000,US-2023-653815,Low,TEC-40115,Machines Product 217,244.6729,7,South,128,1474.42,Corporate,2023-12-20 00:00:00.000,Same Day,48.98,California,Machines,2023,North America,49
Furniture,Chicago,United States,CU-62205,Customer 128,0.25,US,1,2023-09-09 00:00:00.000,US-2023-180674,High,FUR-31292,Storage Product 578,14.4607,1,West,129,56.61,Consumer,2023-09-13 00:00:00.000,First Class,38.85,Illinois,Storage,2023,North America,36
Office Supplies,Chicago,United States,CU-88067,Customer 129,0.3,US,1,2021-12-09 00:00:00.000,US-2021-515973,High,OFF-13883,Supplies Product 650,55.3641,4,Central,130,327.2,Corporate,2021-12-14 00:00:00.000,Second Class,39.61,California,Supplies,2021,North America,49
Furniture,New York,United States,CU-19634,Customer 130,0.3,US,1,2023-10-24 00:00:00.000,US-2023-186023,High,FUR-30214,Furnishings Product 390,252.5062,2,East,131,1646.25,Corporate,2023-10-27 00:00:00.000,Same Day,16.09,Florida,Furnishings,2023,North America,43
Office Supplies,Los Angeles,United States,CU-82710,Customer 131,0.2,US,1,2021-09-23 00:00:00.000,US-2021-637333,Critical,OFF-23538,Supplies Product 27,-362.5236,2,Central,132,1432.04,Corporate,2021-09-25 00:00:00.000,Standard Class,25.2,California,Supplies,2021,North America,38
Furniture,Miami,United States,CU-28198,Customer 132,0.5,US,1,2022-03-05 00:00:00.000,US-2022-381981,High,FUR-45180,Chairs Product 505,341.3041,4,Central,133,3121.09,Corporate,2022-03-08 00:00:00.000,Standard Class,22.13,Texas,Chairs,2022,North America,9
Technology,Miami,United States,CU-49932,Customer 133,0.15,US,1,2020-06-06 00:00:00.000,US-2020-107096,Critical,TEC-53544,Computers Product 862,586.849,8,South,134,4954.74,Corporate,2020-06-16 00:00:00.000,Same Day,9.81,Texas,Computers,2020,North America,23
Furniture,New York,United States,CU-48200,Customer 134,0.15,US,1,2021-09-07 00:00:00.000,US-2021-870571,Critical,FUR-85481,Storage Product 801,1708.2515,8,South,135,4407.24,Corporate,2021-09-11 00:00:00.000,Same Day,48.59,Illinois,Storage,2021,North America,36
Furniture,Chicago,United States,CU-70505,Customer 135,0.5,US,1,2021-02-13 00:00:00.000,US-2021-842776,Medium,FUR-67469,Furnishings Product 817,432.3903,3,Central,136,1782.8,Corporate,2021-02-18 00:00:00.000,First Class,47.89,California,Furnishings,2021,North America,6
Office Supplies,Houston,United States,CU-72814,Customer 136,0.1,US,1,2021-05-10 00:00:00.000,US-2021-710527,Critical,OFF-80040,Paper Product 519,245.1836,7,South,137,3230.87,Home Office,2021-05-17 00:00:00.000,Same Day,49.58,New York,Paper,2021,North America,19
Office Supplies,New York,United States,CU-62378,Customer 137,0.1,US,1,2023-09-08 00:00:00.000,US-2023-889245,High,OFF-66420,Paper Product 109,-648.8869,10,Central,138,11994.67,Home Office,2023-09-09 00:00:00.000,Standard Class,35.49,California,Paper,2023,North America,36
Technology,Houston,United States,CU-64522,Customer 138,0.5,US,1,2022-03-12 00:00:00.000,US-2022-190025,Low,TEC-28569,Accessories Product 357,81.8742,3,East,139,1397.24,Home Office,2022-03-17 00:00:00.000,Second Class,9.7,Florida,Accessories,2022,North America,10
Furniture,Miami,United States,CU-12960,Customer 139,0.4,US,1,2020-07-18 00:00:00.000,US-2020-990429,High,FUR-94930,Furnishings Product 112,-917.0388,6,East,140,3175.02,Home Office,2020-07-21 00:00:00.000,Same Day,36.99,Texas,Furnishings,2020,North America,29
Office Supplies,Chicago,United States,CU-61849,Customer 140,0.15,US,1,2022-05-23 00:00:00.000,US-2022-130610,Medium,OFF-68926,Binders Product 607,1314.6261,7,East,141,11408.18,Home Office,2022-05-30 00:00:00.000,Second Class,34.58,Texas,Binders,2022,North America,21
Furniture,Chicago,United States,CU-97910,Customer 141,0.5,US,1,2020-07-27 00:00:00.000,US-2020-613261,High,FUR-88246,Chairs Product 398,285.7226,3,East,142,2401.51,Consumer,2020-08-06 00:00:00.000,First Class,10.13,California,Chairs,2020,North America,31
Furniture,New York,United States,CU-41270,Customer 142,0.2,US,1,2023-10-11 00:00:00.000,US-2023-420214,Low,FUR-33992,Chairs Product 383,3228.7104,10,Central,143,11319.33,Corporate,2023-10-14 00:00:00.000,Same Day,19.09,Illinois,Chairs,2023,North America,41
Office Supplies,Miami,United States,CU-51232,Customer 143,0.5,US,1,2022-05-16 00:00:00.000,US-2022-982885,Critical,OFF-91187,Supplies Product 55,126.0673,3,South,144,569.47,Home Office,2022-05-22 00:00:00.000,Second Class,11.31,Illinois,Supplies,2022,North America,20
Technology,Chicago,United States,CU-84107,Customer 144,0.4,US,1,2023-08-30 00:00:00.000,US-2023-132359,Medium,TEC-48284,Machines Product 34,858.1411,7,East,145,4178.96,Consumer,2023-09-04 00:00:00.000,Same Day,12.53,Illinois,Machines,2023,North America,35
Technology,Chicago,United States,CU-15453,Customer 145,0.2,US,1,2020-08-19 00:00:00.000,US-2020-896922,Critical,TEC-81611,Accessories Product 224,1476.7813,9,East,146,8277.85,Corporate,2020-08-26 00:00:00.000,Same Day,42.02,Illinois,Accessories,2020,North America,34
Technology,Houston,United States,CU-89988,Customer 146,0.05,US,1,2020-06-27 00:00:00.000,US-2020-763508,Critical,TEC-31755,Computers Product 631,1034.8925,4,Central,147,3358.25,Consumer,2020-06-30 00:00:00.000,Same Day,36.01,Texas,Computers,2020,North America,26
Technology,Houston,United States,CU-99037,Customer 147,0.25,US,1,2023-05-07 00:00:00.000,US-2023-954779,Low,TEC-27771,Computers Product 986,582.616,5,West,148,4058.06,Home Office,2023-05-14 00:00:00.000,First Class,43.61,Illinois,Computers,2023,North America,18
Technology,New York,United States,CU-64293,Customer 148,0.15,US,1,2023-12-27 00:00:00.000,US-2023-493396,Critical,TEC-19898,Accessories Product 649,976.4513,7,East,149,3873.29,Home Office,2023-12-29 00:00:00.000,Second Class,17.09,New York,Accessories,2023,North America,52
Furniture,Chicago,United States,CU-80048,Customer 149,0.05,US,1,2020-01-06 00:00:00.000,US-2020-517035,Medium,FUR-66314,Storage Product 845,3886.5801,8,Central,150,13217.36,Corporate,2020-01-10 00:00:00.000,Same Day,43.25,Texas,Storage,2020,North America,2
Furniture,Chicago,United States,CU-92074,Customer 150,0.4,US,1,2020-09-24 00:00:00.000,US-2020-921967,Critical,FUR-12134,Storage Product 128,1296.2502,6,Central,151,4091.84,Corporate,2020-09-27 00:00:00.000,First Class,7.07,Illinois,Storage,2020,North America,39
Furniture,Houston,United States,CU-95054,Customer 151,0.2,US,1,2020-11-21 00:00:00.000,US-2020-273565,Low,FUR-61949,Furnishings Product 641,385.4041,2,West,152,2800.16,Corporate,2020-11-26 00:00:00.000,Second Class,21.73,New York,Furnishings,2020,North America,47
Office Supplies,Los Angeles,United States,CU-55032,Customer 152,0.1,US,1,2021-03-13 00:00:00.000,US-2021-956800,Low,OFF-65353,Binders Product 711,2485.275,10,South,153,8629.61,Home Office,2021-03-16 00:00:00.000,Standard Class,5.42,California,Binders,2021,North America,10
Furniture,Los Angeles,United States,CU-94092,Customer 153,0.2,US,1,2021-10-03 00:00:00.000,US-2021-810029,Medium,FUR-18966,Chairs Product 544,595.5524,3,East,154,1779.47,Corporate,2021-10-13 00:00:00.000,Standard Class,44.35,California,Chairs,2021,North America,39
Technology,Miami,United States,CU-60335,Customer 154,0.15,US,1,2023-06-15 00:00:00.000,US-2023-468611,Critical,TEC-51222,Computers Product 811,231.6364,2,South,155,2339.65,Corporate,2023-06-18 00:00:00.000,Second Class,10.54,New York,Computers,2023,North America,24
Technology,Houston,United States,CU-41370,Customer 155,0.5,US,1,2021-02-24 00:00:00.000,US-2021-618927,Critical,TEC-24777,Accessories Product 247,319.253,4,West,156,2080.64,Consumer,2021-03-04 00:00:00.000,First Class,7.46,California,Accessories,2021,North America,8
Office Supplies,Miami,United States,CU-12187,Customer 156,0.5,US,1,2023-03-10 00:00:00.000,US-2023-715895,Low,OFF-11807,Paper Product 269,488.245,3,West,157,1271.28,Corporate,2023-03-14 00:00:00.000,First Class,39.67,New York,Paper,2023,North America,10
Technology,Miami,United States,CU-20357,Customer 157,0.05,US,1,2022-05-17 00:00:00.000,US-2022-636141,Medium,TEC-30365,Phones Product 550,1243.9945,9,South,158,12026.46,Home Office,2022-05-23 00:00:00.000,First Class,8.76,Illinois,Phones,2022,North America,20
Furniture,Los Angeles,United States,CU-96252,Customer 158,0.3,US,1,2021-05-15 00:00:00.000,US-2021-876636,Medium,FUR-25655,Chairs Product 13,66.8749,2,Central,159,254.19,Home Office,2021-05-18 00:00:00.000,Same Day,18.92,New York,Chairs,2021,North America,19
Office Supplies,Chicago,United States,CU-53910,Customer 159,0.1,US,1,2021-06-14 00:00:00.000,US-2021-946313,Critical,OFF-45649,Paper Product 537,140.6466,5,East,160,1540.15,Corporate,2021-06-16 00:00:00.000,First Class,45.5,Illinois,Paper,2021,North America,24
Furniture,Miami,United States,CU-25117,Customer 160,0.1,US,1,2023-03-06 00:00:00.000,US-2023-339499,Low,FUR-15772,Chairs Product 880,558.8012,5,South,161,1539.42,Corporate,2023-03-07 00:00:00.000,First Class,35.34,California,Chairs,2023,North America,10
Technology,New York,United States,CU-45554,Customer 161,0.3,US,1,2020-03-13 00:00:00.000,US-2020-966120,Low,TEC-84912,Phones Product 382,608.314,4,South,162,3108.56,Corporate,2020-03-15 00:00:00.000,Same Day,37.41,New York,Phones,2020,North America,11
Office Supplies,Los Angeles,United States,CU-48219,Customer 162,0.2,US,1,2022-08-10 00:00:00.000,US-2022-691194,High,OFF-91620,Paper Product 249,-1546.0311,6,East,163,8320.34,Consumer,2022-08-18 00:00:00.000,Standard Class,21.6,Florida,Paper,2022,North America,32
Furniture,Los Angeles,United States,CU-53911,Customer 163,0.5,US,1,2022-04-19 00:00:00.000,US-2022-101533,Critical,FUR-50306,Furnishings Product 107,50.5642,6,East,164,172.74,Home Office,2022-04-23 00:00:00.000,Second Class,5.43,New York,Furnishings,2022,North America,16
Office Supplies,Houston,United States,CU-21128,Customer 164,0.15,US,1,2020-07-09 00:00:00.000,US-2020-708982,Low,OFF-76247,Binders Product 137,270.705,9,South,165,744.82,Corporate,2020-07-16 00:00:00.000,Standard Class,25.63,New York,Binders,2020,North America,28
Technology,Houston,United States,CU-36569,Customer 165,0.3,US,1,2021-06-18 00:00:00.000,US-2021-242723,Low,TEC-30369,Phones Product 109,1038.6411,6,South,166,7153.94,Home Office,2021-06-21 00:00:00.000,Second Class,8.36,New York,Phones,2021,North America,24
Furniture,Houston,United States,CU-49874,Customer 166,0.4,US,1,2021-03-01 00:00:00.000,US-2021-966529,Low,FUR-38183,Furnishings Product 856,222.7294,5,Central,167,2727.94,Corporate,2021-03-07 00:00:00.000,Standard Class,41.34,Illinois,Furnishings,2021,North America,9
Technology,Los Angeles,United States,CU-82105,Customer 167,0.1,US,1,2023-10-18 00:00:00.000,US-2023-361989,Low,TEC-70560,Phones Product 105,189.9942,1,East,168,544.22,Corporate,2023-10-21 00:00:00.000,Same Day,30.02,Illinois,Phones,2023,North America,42
Technology,Miami,United States,CU-18450,Customer 168,0.05,US,1,2022-02-01 00:00:00.000,US-2022-307356,Critical,TEC-26880,Phones Product 95,4849.9887,10,West,169,13069.22,Consumer,2022-02-07 00:00:00.000,Second Class,8.37,New York,Phones,2022,North America,5
Technology,Miami,United States,CU-46681,Customer 169,0.3,US,1,2022-03-19 00:00:00.000,US-2022-567676,Medium,TEC-14541,Phones Product 629,611.5772,7,South,170,4886.73,Consumer,2022-03-29 00:00:00.000,Second Class,13.42,Illinois,Phones,2022,North America,11
Office Supplies,Miami,United States,CU-42656,Customer 170,0.3,US,1,2020-05-04 00:00:00.000,US-2020-761393,Low,OFF-60134,Binders Product 801,106.559,3,Central,171,387.59,Corporate,2020-05-10 00:00:00.000,Same Day,40.87,Illinois,Binders,2020,North America,19
Furniture,Houston,United States,CU-71824,Customer 171,0.15,US,1,2021-01-03 00:00:00.000,US-2021-655149,High,FUR-86544,Furnishings Product 239,16.9582,1,Central,172,52.59,Home Office,2021-01-06 00:00:00.000,First Class,7.64,Florida,Furnishings,2021,North America,53
